base_index,variant,source,mirrored,rival_side,winner,outcome,elapsed_ticks,elapsed_seconds,rival_inherited_original_physical_car,rival_closest_to_ball,ball_field_third,ball_height_band,rival_boost_advantage,touch_rival,touch_nexto,demo_rival,demo_nexto,possession_total_rival,possession_same_rival,possession_opponent_rival,goal_entry_valid,goal_entry_x,goal_entry_z
0,0,rival_stochastic,False,0,1,nexto,525,4.375,Blue,False,orange,ground,0.0,0,4,0,0,0,0,0,False,-84.17733764648438,93.11141204833984
0,1,rival_stochastic,False,1,0,nexto,1467,12.225,Orange,True,orange,ground,0.0,5,35,0,0,5,3,2,False,-730.359619140625,328.8739318847656
0,2,rival_stochastic,True,0,1,nexto,1695,14.125,Orange,True,blue,ground,0.0,6,16,0,0,6,4,2,False,-500.72515869140625,142.07081604003906
0,3,rival_stochastic,True,1,0,nexto,525,4.375,Blue,False,blue,ground,0.0,0,4,0,0,0,0,0,False,-84.16429138183594,93.11155700683594
1,0,rival_stochastic,False,0,1,nexto,4540,37.833333333333336,Blue,True,orange,ground,-12.0,63,36,1,0,63,60,3,False,36.584869384765625,93.10063171386719
1,1,rival_stochastic,False,1,0,nexto,740,6.166666666666667,Orange,False,orange,ground,12.0,0,37,0,0,0,0,0,False,205.15280151367188,500.5025939941406
1,2,rival_stochastic,True,0,1,nexto,756,6.3,Orange,False,blue,ground,12.0,0,55,0,0,0,0,0,False,177.76808166503906,411.8829040527344
1,3,rival_stochastic,True,1,0,nexto,2059,17.158333333333335,Blue,True,blue,ground,-12.0,4,8,0,0,4,3,1,False,282.82122802734375,100.17455291748047
2,0,rival_stochastic,False,0,1,nexto,1492,12.433333333333334,Blue,True,middle,ground,58.83324432373047,19,9,0,0,19,17,2,False,214.25067138671875,117.82835388183594
2,1,rival_stochastic,False,1,0,nexto,499,4.158333333333333,Orange,False,middle,ground,-58.83324432373047,0,8,0,0,0,0,0,False,-321.08233642578125,520.7767944335938
2,2,rival_stochastic,True,0,1,nexto,499,4.158333333333333,Orange,False,middle,ground,-58.83324432373047,0,8,0,0,0,0,0,False,-320.9150390625,520.8561401367188
2,3,rival_stochastic,True,1,0,nexto,1531,12.758333333333333,Blue,True,middle,ground,58.83324432373047,19,12,0,0,19,17,2,False,-385.33929443359375,209.3358154296875
3,0,rival_stochastic,False,0,1,nexto,36,0.3,Blue,True,blue,ground,12.0,0,0,0,0,0,0,0,False,-509.84332275390625,99.44380187988281
3,1,rival_stochastic,False,1,1,rival,36,0.3,Orange,False,blue,ground,-12.0,0,0,0,0,0,0,0,False,-509.84332275390625,99.44380187988281
3,2,rival_stochastic,True,0,0,rival,36,0.3,Orange,False,orange,ground,-12.0,0,0,0,0,0,0,0,False,-509.84332275390625,99.44380187988281
3,3,rival_stochastic,True,1,0,nexto,36,0.3,Blue,True,orange,ground,12.0,0,0,0,0,0,0,0,False,-509.84332275390625,99.44380187988281
4,0,rival_stochastic,False,0,1,nexto,318,2.65,Blue,True,blue,ground,-12.0,0,2,0,0,0,0,0,False,-366.4670104980469,93.1520767211914
4,1,rival_stochastic,False,1,0,nexto,774,6.45,Orange,False,blue,ground,12.0,2,4,0,0,2,1,1,False,-103.89347076416016,290.232177734375
4,2,rival_stochastic,True,0,1,nexto,774,6.45,Orange,False,orange,ground,12.0,2,4,0,0,2,1,1,False,-102.40155029296875,289.9955749511719
4,3,rival_stochastic,True,1,0,nexto,318,2.65,Blue,True,orange,ground,-12.0,0,2,0,0,0,0,0,False,-366.4593505859375,93.1521224975586
5,0,rival_stochastic,False,0,1,nexto,435,3.625,Blue,True,blue,mid,-12.0,2,2,0,0,2,1,1,False,710.5316162109375,483.6914978027344
5,1,rival_stochastic,False,1,0,nexto,1271,10.591666666666667,Orange,False,blue,mid,12.0,0,10,0,0,0,0,0,False,-39.0672492980957,407.2565002441406
5,2,rival_stochastic,True,0,1,nexto,1257,10.475,Orange,False,orange,mid,12.0,0,10,0,0,0,0,0,False,105.15129852294922,357.6121520996094
5,3,rival_stochastic,True,1,0,nexto,435,3.625,Blue,True,orange,mid,-12.0,2,2,0,0,2,1,1,False,710.7113647460938,483.6817321777344
6,0,rival_stochastic,False,0,1,nexto,887,7.391666666666667,Blue,False,blue,ground,-12.0,0,4,0,0,0,0,0,False,310.70709228515625,465.4809265136719
6,1,rival_stochastic,False,1,0,nexto,2506,20.883333333333333,Orange,True,blue,ground,12.0,2,22,0,0,2,1,1,False,-304.15484619140625,443.5177917480469
6,2,rival_stochastic,True,0,1,nexto,971,8.091666666666667,Orange,True,orange,ground,12.0,0,4,0,0,0,0,0,False,418.56280517578125,93.1496353149414
6,3,rival_stochastic,True,1,0,nexto,888,7.4,Blue,False,orange,ground,-12.0,0,4,0,0,0,0,0,False,311.3427734375,469.1079406738281
7,0,rival_stochastic,False,0,1,nexto,703,5.858333333333333,Blue,False,orange,mid,0.0,0,4,0,0,0,0,0,False,281.30987548828125,256.11212158203125
7,1,rival_stochastic,False,1,0,nexto,4579,38.15833333333333,Orange,True,orange,mid,0.0,16,88,0,0,16,13,3,False,83.41635131835938,266.7904052734375
7,2,rival_stochastic,True,0,1,nexto,1923,16.025,Orange,True,blue,mid,0.0,11,4,0,0,11,10,1,False,320.0823974609375,355.5036926269531
7,3,rival_stochastic,True,1,0,nexto,703,5.858333333333333,Blue,False,blue,mid,0.0,0,4,0,0,0,0,0,False,281.3399963378906,256.1116638183594
8,0,rival_stochastic,False,0,1,nexto,1308,10.9,Blue,False,orange,mid,-52.666900634765625,2,133,0,0,2,1,1,False,581.2416381835938,93.55919647216797
8,1,rival_stochastic,False,1,0,nexto,316,2.6333333333333333,Orange,True,orange,mid,52.666900634765625,0,2,0,0,0,0,0,False,-630.6239013671875,104.99176025390625
8,2,rival_stochastic,True,0,1,nexto,316,2.6333333333333333,Orange,True,blue,mid,52.666900634765625,0,2,0,0,0,0,0,False,-630.6228637695312,104.99150085449219
8,3,rival_stochastic,True,1,0,nexto,1336,11.133333333333333,Blue,False,blue,mid,-52.666900634765625,2,133,0,0,2,1,1,False,-6.646450519561768,93.14663696289062
9,0,rival_stochastic,False,0,1,nexto,802,6.683333333333334,Blue,True,middle,ground,0.0,2,2,0,0,2,1,1,False,-511.42303466796875,154.79071044921875
9,1,rival_stochastic,False,1,0,nexto,3539,29.491666666666667,Orange,False,middle,ground,0.0,6,15,0,0,6,4,2,False,222.60025024414062,510.5426025390625
9,2,rival_stochastic,True,0,1,nexto,1532,12.766666666666667,Orange,False,middle,ground,0.0,2,12,0,0,2,1,1,False,48.1149787902832,412.0205078125
9,3,rival_stochastic,True,1,0,nexto,802,6.683333333333334,Blue,True,middle,ground,0.0,2,2,0,0,2,1,1,False,-510.310546875,154.81591796875
10,0,rival_stochastic,False,0,1,nexto,1534,12.783333333333333,Blue,False,middle,ground,0.0,4,42,0,0,4,3,1,False,457.3792724609375,93.45731353759766
10,1,rival_stochastic,False,1,0,nexto,1348,11.233333333333333,Orange,True,middle,ground,0.0,2,48,0,0,2,1,1,False,35.15153503417969,428.5618896484375
10,2,rival_stochastic,True,0,1,nexto,1960,16.333333333333332,Orange,True,middle,ground,0.0,2,11,0,0,2,1,1,False,-73.90756225585938,522.08154296875
10,3,rival_stochastic,True,1,0,nexto,1478,12.316666666666666,Blue,False,middle,ground,0.0,4,47,0,0,4,3,1,False,-92.44833374023438,93.19547271728516
11,0,rival_stochastic,False,0,1,nexto,1263,10.525,Blue,True,middle,mid,8.666667938232422,0,2,0,0,0,0,0,False,-563.5700073242188,93.18109130859375
11,1,rival_stochastic,False,1,0,nexto,817,6.808333333333334,Orange,False,middle,mid,-8.666667938232422,0,46,0,0,0,0,0,False,72.04714965820312,209.04461669921875
11,2,rival_stochastic,True,0,1,nexto,829,6.908333333333333,Orange,False,middle,mid,-8.666667938232422,0,51,0,0,0,0,0,False,-261.8713073730469,215.9615936279297
11,3,rival_stochastic,True,1,0,nexto,1263,10.525,Blue,True,middle,mid,8.666667938232422,0,2,0,0,0,0,0,False,-563.1322631835938,93.1774673461914
12,0,rival_stochastic,False,0,1,nexto,1935,16.125,Blue,True,orange,ground,-12.0,0,24,0,0,0,0,0,False,209.79490661621094,163.06016540527344
12,1,rival_stochastic,False,1,0,nexto,1366,11.383333333333333,Orange,False,orange,ground,12.0,0,29,0,0,0,0,0,False,53.78152084350586,419.7857666015625
12,2,rival_stochastic,True,0,1,nexto,1357,11.308333333333334,Orange,False,blue,ground,12.0,0,39,0,0,0,0,0,False,369.7185974121094,349.7097473144531
12,3,rival_stochastic,True,1,0,nexto,1040,8.666666666666666,Blue,True,blue,ground,-12.0,0,10,0,0,0,0,0,False,164.73220825195312,218.2762451171875
13,0,rival_stochastic,False,0,1,nexto,3348,27.9,Blue,True,orange,mid,-24.0,7,32,0,0,7,4,3,False,-635.920654296875,451.77471923828125
13,1,rival_stochastic,False,1,0,nexto,764,6.366666666666666,Orange,False,orange,mid,24.0,0,8,0,0,0,0,0,False,-97.89082336425781,323.6470947265625
13,2,rival_stochastic,True,0,1,nexto,796,6.633333333333334,Orange,False,blue,mid,24.0,0,8,0,0,0,0,0,False,-344.81597900390625,392.56524658203125
13,3,rival_stochastic,True,1,0,nexto,1765,14.708333333333334,Blue,True,blue,mid,-24.0,1,8,0,0,1,0,1,False,520.0634155273438,329.0147399902344
14,0,rival_stochastic,False,0,1,nexto,292,2.433333333333333,Blue,False,blue,ground,-12.0,0,2,0,0,0,0,0,False,-70.05970764160156,93.14724731445312
14,1,rival_stochastic,False,1,1,rival,361,3.0083333333333333,Orange,True,blue,ground,12.0,3,0,0,0,2,2,0,False,554.6663208007812,93.15399169921875
14,2,rival_stochastic,True,0,0,rival,361,3.0083333333333333,Orange,True,orange,ground,12.0,3,0,0,0,2,2,0,False,554.6681518554688,93.15467071533203
14,3,rival_stochastic,True,1,0,nexto,292,2.433333333333333,Blue,False,orange,ground,-12.0,0,2,0,0,0,0,0,False,-70.07493591308594,93.14736938476562
15,0,rival_stochastic,False,0,1,nexto,1767,14.725,Blue,True,blue,ground,100.0,40,4,0,0,40,38,2,False,213.52928161621094,93.14241027832031
15,1,rival_stochastic,False,1,0,nexto,757,6.308333333333334,Orange,False,blue,ground,-100.0,0,95,0,0,0,0,0,False,352.6270446777344,96.27275848388672
15,2,rival_stochastic,True,0,1,nexto,763,6.358333333333333,Orange,False,orange,ground,-100.0,0,87,0,0,0,0,0,False,457.0506896972656,93.73994445800781
15,3,rival_stochastic,True,1,0,nexto,2106,17.55,Blue,True,orange,ground,100.0,60,13,0,0,60,58,2,False,499.36572265625,151.84324645996094
16,0,rival_stochastic,False,0,1,nexto,115,0.9583333333333334,Blue,False,blue,ground,14.721966743469238,0,2,0,0,0,0,0,False,378.83648681640625,93.13345336914062
16,1,rival_stochastic,False,1,1,rival,151,1.2583333333333333,Orange,True,blue,ground,-14.721966743469238,3,0,0,0,2,2,0,False,529.2740478515625,93.14299011230469
16,2,rival_stochastic,True,0,0,rival,151,1.2583333333333333,Orange,True,orange,ground,-14.721966743469238,3,0,0,0,2,2,0,False,529.2750854492188,93.1430435180664
16,3,rival_stochastic,True,1,0,nexto,115,0.9583333333333334,Blue,False,orange,ground,14.721966743469238,0,2,0,0,0,0,0,False,378.8363952636719,93.13345336914062
17,0,rival_stochastic,False,0,1,nexto,1751,14.591666666666667,Blue,True,middle,mid,24.0,15,9,0,0,15,14,1,False,502.5885925292969,94.718505859375
17,1,rival_stochastic,False,1,0,nexto,1631,13.591666666666667,Orange,False,middle,mid,-24.0,4,6,0,0,4,3,1,False,-56.16038131713867,420.1343688964844
17,2,rival_stochastic,True,0,1,nexto,3831,31.925,Orange,False,middle,mid,-24.0,8,27,0,0,8,6,2,False,237.94676208496094,95.00936889648438
17,3,rival_stochastic,True,1,0,nexto,1789,14.908333333333333,Blue,True,middle,mid,24.0,15,6,0,0,15,14,1,False,777.8146362304688,97.67119598388672
18,0,rival_stochastic,False,0,1,nexto,2146,17.883333333333333,Blue,True,middle,ground,6.666664123535156,49,65,0,0,49,47,2,False,-267.7232971191406,133.070556640625
18,1,rival_stochastic,False,1,0,nexto,877,7.308333333333334,Orange,False,middle,ground,-6.666664123535156,0,35,0,0,0,0,0,False,37.118865966796875,433.0481262207031
18,2,rival_stochastic,True,0,1,nexto,846,7.05,Orange,False,middle,ground,-6.666664123535156,0,28,0,0,0,0,0,False,336.9700927734375,223.80990600585938
18,3,rival_stochastic,True,1,0,nexto,2003,16.691666666666666,Blue,True,middle,ground,6.666664123535156,50,12,0,0,50,47,3,False,-282.3172607421875,94.09912872314453
19,0,rival_stochastic,False,0,1,nexto,1349,11.241666666666667,Blue,False,blue,ground,0.0,4,8,0,0,4,3,1,False,-376.8097229003906,405.0597229003906
19,1,rival_stochastic,False,1,0,nexto,2420,20.166666666666668,Orange,True,blue,ground,0.0,2,24,0,0,2,1,1,False,59.9221305847168,364.97332763671875
19,2,rival_stochastic,True,0,1,nexto,4566,38.05,Orange,True,orange,ground,0.0,154,60,0,1,154,152,2,False,611.92236328125,104.59628295898438
19,3,rival_stochastic,True,1,0,nexto,1284,10.7,Blue,False,orange,ground,0.0,0,10,0,0,0,0,0,False,-298.61572265625,148.34303283691406
20,0,rival_stochastic,False,0,1,nexto,906,7.55,Blue,False,middle,ground,-16.05532455444336,0,24,0,0,0,0,0,False,115.70722198486328,116.40470123291016
20,1,rival_stochastic,False,1,-1,draw,7200,60.0,Orange,True,middle,ground,16.05532455444336,108,67,0,0,107,80,27,False,0.0,0.0
20,2,rival_stochastic,True,0,1,nexto,1902,15.85,Orange,True,middle,ground,16.05532455444336,66,11,0,0,66,64,2,False,-80.38096618652344,93.14045715332031
20,3,rival_stochastic,True,1,0,nexto,905,7.541666666666667,Blue,False,middle,ground,-16.05532455444336,0,24,0,0,0,0,0,False,89.63572692871094,95.9954605102539
21,0,rival_stochastic,False,0,1,nexto,11,0.09166666666666666,Blue,False,blue,ground,0.0,0,0,0,0,0,0,0,False,190.40353393554688,94.02484893798828
21,1,rival_stochastic,False,1,1,rival,11,0.09166666666666666,Orange,True,blue,ground,0.0,0,0,0,0,0,0,0,False,190.40353393554688,94.02484893798828
21,2,rival_stochastic,True,0,0,rival,11,0.09166666666666666,Orange,True,orange,ground,0.0,0,0,0,0,0,0,0,False,190.40353393554688,94.02484893798828
21,3,rival_stochastic,True,1,0,nexto,11,0.09166666666666666,Blue,False,orange,ground,0.0,0,0,0,0,0,0,0,False,190.40353393554688,94.02484893798828
22,0,rival_stochastic,False,0,1,nexto,321,2.675,Blue,False,middle,ground,-2.888896942138672,0,10,0,0,0,0,0,False,-304.22772216796875,101.33576202392578
22,1,rival_stochastic,False,1,1,rival,391,3.2583333333333333,Orange,True,middle,ground,2.888896942138672,52,0,0,0,51,51,0,False,60.429317474365234,93.1439437866211
22,2,rival_stochastic,True,0,0,rival,391,3.2583333333333333,Orange,True,middle,ground,2.888896942138672,52,0,0,0,51,51,0,False,60.42618942260742,93.14118957519531
22,3,rival_stochastic,True,1,0,nexto,321,2.675,Blue,False,middle,ground,-2.888896942138672,0,10,0,0,0,0,0,False,-304.2207946777344,101.33592987060547
23,0,rival_stochastic,False,0,0,rival,480,4.0,Blue,True,middle,ground,67.77767944335938,48,0,0,0,47,47,0,False,-753.8717651367188,217.73524475097656
23,1,rival_stochastic,False,1,0,nexto,438,3.65,Orange,False,middle,ground,-67.77767944335938,0,23,0,0,0,0,0,False,-257.76434326171875,93.1175308227539
23,2,rival_stochastic,True,0,1,nexto,438,3.65,Orange,False,middle,ground,-67.77767944335938,0,23,0,0,0,0,0,False,-257.702880859375,93.15419006347656
23,3,rival_stochastic,True,1,1,rival,463,3.8583333333333334,Blue,True,middle,ground,67.77767944335938,48,0,0,0,47,47,0,False,-779.7770385742188,172.04141235351562
24,0,rival_stochastic,False,0,1,nexto,961,8.008333333333333,Blue,True,middle,ground,94.1666488647461,0,4,0,0,0,0,0,False,-575.8080444335938,336.97314453125
24,1,rival_stochastic,False,1,0,nexto,607,5.058333333333334,Orange,False,middle,ground,-94.1666488647461,0,18,0,0,0,0,0,False,447.8125305175781,294.25128173828125
24,2,rival_stochastic,True,0,1,nexto,598,4.983333333333333,Orange,False,middle,ground,-94.1666488647461,0,19,0,0,0,0,0,False,345.038330078125,310.0533142089844
24,3,rival_stochastic,True,1,0,nexto,961,8.008333333333333,Blue,True,middle,ground,94.1666488647461,0,4,0,0,0,0,0,False,-577.4987182617188,336.0186767578125
25,0,rival_stochastic,False,0,0,rival,185,1.5416666666666667,Blue,True,orange,ground,-24.0,0,0,0,0,0,0,0,False,7.6497697830200195,133.79368591308594
25,1,rival_stochastic,False,1,0,nexto,185,1.5416666666666667,Orange,False,orange,ground,24.0,0,0,0,0,0,0,0,False,7.6497697830200195,133.79368591308594
25,2,rival_stochastic,True,0,1,nexto,185,1.5416666666666667,Orange,False,blue,ground,24.0,0,0,0,0,0,0,0,False,7.6497697830200195,133.79368591308594
25,3,rival_stochastic,True,1,1,rival,185,1.5416666666666667,Blue,True,blue,ground,-24.0,0,0,0,0,0,0,0,False,7.6497697830200195,133.79368591308594
26,0,rival_stochastic,False,0,0,rival,272,2.2666666666666666,Blue,True,orange,ground,-8.666667938232422,2,0,0,0,1,1,0,False,249.2425994873047,93.11685180664062
26,1,rival_stochastic,False,1,0,nexto,203,1.6916666666666667,Orange,False,orange,ground,8.666667938232422,0,2,0,0,0,0,0,False,339.9486083984375,93.15166473388672
26,2,rival_stochastic,True,0,1,nexto,203,1.6916666666666667,Orange,False,blue,ground,8.666667938232422,0,2,0,0,0,0,0,False,339.9315490722656,93.15210723876953
26,3,rival_stochastic,True,1,1,rival,272,2.2666666666666666,Blue,True,blue,ground,-8.666667938232422,2,0,0,0,1,1,0,False,249.24371337890625,93.11648559570312
27,0,rival_stochastic,False,0,1,nexto,144,1.2,Blue,False,blue,ground,-14.444189071655273,0,4,0,0,0,0,0,False,407.89453125,94.99834442138672
27,1,rival_stochastic,False,1,1,rival,142,1.1833333333333333,Orange,True,blue,ground,14.444189071655273,3,0,0,0,2,2,0,False,402.0936279296875,95.05565643310547
27,2,rival_stochastic,True,0,0,rival,142,1.1833333333333333,Orange,True,orange,ground,14.444189071655273,3,0,0,0,2,2,0,False,402.0966491699219,95.05509185791016
27,3,rival_stochastic,True,1,0,nexto,144,1.2,Blue,False,orange,ground,-14.444189071655273,0,4,0,0,0,0,0,False,407.9006042480469,94.99800872802734
28,0,rival_stochastic,False,0,1,nexto,2092,17.433333333333334,Blue,True,orange,ground,0.0,4,30,0,0,4,3,1,False,402.32659912109375,430.8459167480469
28,1,rival_stochastic,False,1,0,nexto,320,2.6666666666666665,Orange,False,orange,ground,0.0,0,2,0,0,0,0,0,False,-669.47705078125,215.89378356933594
28,2,rival_stochastic,True,0,1,nexto,322,2.683333333333333,Orange,False,blue,ground,0.0,0,2,0,0,0,0,0,False,-707.9846801757812,175.50254821777344
28,3,rival_stochastic,True,1,0,nexto,1485,12.375,Blue,True,blue,ground,0.0,4,10,0,0,4,3,1,False,312.0602722167969,361.94537353515625
29,0,rival_stochastic,False,0,0,rival,267,2.225,Blue,True,middle,ground,49.722068786621094,2,0,0,0,1,1,0,False,-465.20880126953125,93.1327133178711
29,1,rival_stochastic,False,1,0,nexto,231,1.925,Orange,False,middle,ground,-49.722068786621094,0,8,0,0,0,0,0,False,-98.85464477539062,93.13308715820312
29,2,rival_stochastic,True,0,1,nexto,231,1.925,Orange,False,middle,ground,-49.722068786621094,0,8,0,0,0,0,0,False,-98.88935852050781,93.13336944580078
29,3,rival_stochastic,True,1,1,rival,267,2.225,Blue,True,middle,ground,49.722068786621094,2,0,0,0,1,1,0,False,-465.20843505859375,93.13272094726562
30,0,rival_stochastic,False,0,1,nexto,1775,14.791666666666666,Blue,True,blue,high,0.0,4,10,0,0,4,3,1,False,-547.9198608398438,121.8326416015625
30,1,rival_stochastic,False,1,1,rival,3895,32.458333333333336,Orange,False,blue,high,0.0,148,18,0,0,147,144,3,False,449.24517822265625,93.12755584716797
30,2,rival_stochastic,True,0,1,nexto,2236,18.633333333333333,Orange,False,orange,high,0.0,41,20,0,0,41,39,2,False,-603.1712036132812,474.0141296386719
30,3,rival_stochastic,True,1,0,nexto,1522,12.683333333333334,Blue,True,orange,high,0.0,4,15,0,0,4,3,1,False,-346.15472412109375,333.0899658203125
31,0,rival_stochastic,False,0,1,nexto,803,6.691666666666666,Blue,False,middle,ground,0.0,0,19,0,0,0,0,0,False,1.5852549076080322,156.14845275878906
31,1,rival_stochastic,False,1,0,nexto,786,6.55,Orange,True,middle,ground,0.0,0,65,0,0,0,0,0,False,-300.3187255859375,126.98725128173828
31,2,rival_stochastic,True,0,1,nexto,781,6.508333333333334,Orange,True,middle,ground,0.0,0,62,0,0,0,0,0,False,-301.46563720703125,95.6924057006836
31,3,rival_stochastic,True,1,0,nexto,803,6.691666666666666,Blue,False,middle,ground,0.0,0,19,0,0,0,0,0,False,4.002502918243408,154.08160400390625
32,0,rival_stochastic,False,0,0,rival,588,4.9,Blue,True,middle,ground,0.0,58,0,0,0,57,57,0,False,-86.93070220947266,93.14446258544922
32,1,rival_stochastic,False,1,0,nexto,501,4.175,Orange,False,middle,ground,0.0,0,60,0,0,0,0,0,False,-262.2469482421875,111.63668060302734
32,2,rival_stochastic,True,0,1,nexto,506,4.216666666666667,Orange,False,middle,ground,0.0,0,59,0,0,0,0,0,False,-285.9478454589844,126.07202911376953
32,3,rival_stochastic,True,1,1,rival,588,4.9,Blue,True,middle,ground,0.0,58,0,0,0,57,57,0,False,-86.94062042236328,93.1407241821289
33,0,rival_stochastic,False,0,0,rival,3086,25.716666666666665,Blue,True,blue,ground,3.9444475173950195,69,8,0,0,69,66,3,False,-585.7391357421875,158.61521911621094
33,1,rival_stochastic,False,1,0,nexto,552,4.6,Orange,False,blue,ground,-3.9444475173950195,0,4,0,0,0,0,0,False,-459.99993896484375,154.57180786132812
33,2,rival_stochastic,True,0,1,nexto,552,4.6,Orange,False,orange,ground,-3.9444475173950195,0,4,0,0,0,0,0,False,-460.01177978515625,154.5699005126953
33,3,rival_stochastic,True,1,1,rival,650,5.416666666666667,Blue,True,orange,ground,3.9444475173950195,57,2,0,0,57,56,1,False,-348.18267822265625,93.1281509399414
34,0,rival_stochastic,False,0,1,nexto,178,1.4833333333333334,Blue,False,blue,ground,0.0,0,2,0,0,0,0,0,False,344.165283203125,93.10469818115234
34,1,rival_stochastic,False,1,1,rival,235,1.9583333333333333,Orange,True,blue,ground,0.0,4,0,0,0,3,3,0,False,391.2854919433594,93.23322296142578
34,2,rival_stochastic,True,0,0,rival,235,1.9583333333333333,Orange,True,orange,ground,0.0,4,0,0,0,3,3,0,False,391.286376953125,93.2337646484375
34,3,rival_stochastic,True,1,0,nexto,178,1.4833333333333334,Blue,False,orange,ground,0.0,0,2,0,0,0,0,0,False,344.16693115234375,93.10481262207031
35,0,rival_stochastic,False,0,0,rival,312,2.6,Blue,True,orange,ground,-24.0,5,0,0,0,4,4,0,False,-242.00962829589844,95.06256866455078
35,1,rival_stochastic,False,1,0,nexto,208,1.7333333333333334,Orange,False,orange,ground,24.0,0,4,0,0,0,0,0,False,136.0611114501953,119.1975326538086
35,2,rival_stochastic,True,0,1,nexto,208,1.7333333333333334,Orange,False,blue,ground,24.0,0,4,0,0,0,0,0,False,136.06021118164062,119.1978530883789
35,3,rival_stochastic,True,1,1,rival,312,2.6,Blue,True,blue,ground,-24.0,5,0,0,0,4,4,0,False,-242.01231384277344,95.06181335449219
36,0,rival_stochastic,False,0,0,rival,125,1.0416666666666667,Blue,True,orange,ground,13.777786254882812,2,2,0,0,2,1,1,False,-225.73519897460938,283.12677001953125
36,1,rival_stochastic,False,1,0,nexto,2443,20.358333333333334,Orange,False,orange,ground,-13.777786254882812,2,55,0,0,2,1,1,False,589.5571899414062,94.66429901123047
36,2,rival_stochastic,True,0,1,nexto,1237,10.308333333333334,Orange,False,blue,ground,-13.777786254882812,2,33,0,0,2,1,1,False,325.43463134765625,340.6729431152344
36,3,rival_stochastic,True,1,1,rival,125,1.0416666666666667,Blue,True,blue,ground,13.777786254882812,2,2,0,0,2,1,1,False,-225.73501586914062,283.125732421875
37,0,rival_stochastic,False,0,1,nexto,1093,9.108333333333333,Blue,False,blue,mid,-26.444183349609375,0,59,0,0,0,0,0,False,-97.21943664550781,404.89080810546875
37,1,rival_stochastic,False,1,0,nexto,1929,16.075,Orange,True,blue,mid,26.444183349609375,0,6,0,0,0,0,0,False,18.463279724121094,369.5452880859375
37,2,rival_stochastic,True,0,1,nexto,1418,11.816666666666666,Orange,True,orange,mid,26.444183349609375,2,4,0,0,2,0,2,False,-800.2216186523438,141.13995361328125
37,3,rival_stochastic,True,1,0,nexto,1075,8.958333333333334,Blue,False,orange,mid,-26.444183349609375,0,42,0,0,0,0,0,False,-237.1600799560547,203.00169372558594
38,0,rival_stochastic,False,0,1,nexto,1195,9.958333333333334,Blue,True,orange,mid,100.0,0,8,0,0,0,0,0,False,-109.03182983398438,93.15023803710938
38,1,rival_stochastic,False,1,0,nexto,652,5.433333333333334,Orange,False,orange,mid,-100.0,0,18,0,0,0,0,0,False,-41.217674255371094,367.44818115234375
38,2,rival_stochastic,True,0,1,nexto,652,5.433333333333334,Orange,False,blue,mid,-100.0,0,18,0,0,0,0,0,False,-41.7769775390625,367.4220275878906
38,3,rival_stochastic,True,1,0,nexto,1134,9.45,Blue,True,blue,mid,100.0,0,10,0,0,0,0,0,False,406.4639892578125,93.12422943115234
39,0,rival_stochastic,False,0,1,nexto,1065,8.875,Blue,False,orange,ground,27.777557373046875,2,4,0,0,2,1,1,False,-154.9447021484375,115.27511596679688
39,1,rival_stochastic,False,1,0,nexto,380,3.1666666666666665,Orange,True,orange,ground,-27.777557373046875,0,2,0,0,0,0,0,False,-430.7422180175781,477.3800964355469
39,2,rival_stochastic,True,0,1,nexto,380,3.1666666666666665,Orange,True,blue,ground,-27.777557373046875,0,2,0,0,0,0,0,False,-430.7590026855469,477.3716735839844
39,3,rival_stochastic,True,1,0,nexto,1065,8.875,Blue,False,blue,ground,27.777557373046875,2,4,0,0,2,1,1,False,-155.66952514648438,115.3299789428711
40,0,rival_stochastic,False,0,1,nexto,1026,8.55,Blue,True,orange,mid,12.0,0,6,0,0,0,0,0,False,-322.8292236328125,93.14740753173828
40,1,rival_stochastic,False,1,0,nexto,132,1.1,Orange,False,orange,mid,-12.0,0,2,0,0,0,0,0,False,478.0350646972656,376.5131530761719
40,2,rival_stochastic,True,0,1,nexto,132,1.1,Orange,False,blue,mid,-12.0,0,2,0,0,0,0,0,False,478.034423828125,376.51251220703125
40,3,rival_stochastic,True,1,0,nexto,1029,8.575,Blue,True,blue,mid,12.0,0,6,0,0,0,0,0,False,-305.2409973144531,93.13663482666016
41,0,rival_stochastic,False,0,0,rival,201,1.675,Blue,True,middle,ground,32.77757263183594,2,0,0,0,1,1,0,False,433.2372741699219,93.13013458251953
41,1,rival_stochastic,False,1,0,nexto,190,1.5833333333333333,Orange,False,middle,ground,-32.77757263183594,0,4,0,0,0,0,0,False,-347.6443176269531,93.11481475830078
41,2,rival_stochastic,True,0,1,nexto,190,1.5833333333333333,Orange,False,middle,ground,-32.77757263183594,0,4,0,0,0,0,0,False,-347.64111328125,93.11458587646484
41,3,rival_stochastic,True,1,1,rival,201,1.675,Blue,True,middle,ground,32.77757263183594,2,0,0,0,1,1,0,False,433.2364807128906,93.13009643554688
42,0,rival_stochastic,False,0,1,nexto,969,8.075,Blue,True,middle,mid,0.0,0,16,0,0,0,0,0,False,-194.588134765625,491.718505859375
42,1,rival_stochastic,False,1,0,nexto,2415,20.125,Orange,False,middle,mid,0.0,37,21,0,0,37,33,4,False,224.20082092285156,137.69674682617188
