base_index,variant,source,mirrored,rival_side,winner,outcome,elapsed_ticks,elapsed_seconds,rival_inherited_original_physical_car,rival_closest_to_ball,ball_field_third,ball_height_band,rival_boost_advantage,touch_rival,touch_nexto,demo_rival,demo_nexto,possession_total_rival,possession_same_rival,possession_opponent_rival,goal_entry_valid,goal_entry_x,goal_entry_z
1895,1,rival_stochastic,False,1,0,nexto,144,1.2,Orange,False,orange,ground,47.499839782714844,0,23,0,0,0,0,0,False,-443.0167541503906,375.44915771484375
1895,2,rival_stochastic,True,0,1,nexto,144,1.2,Orange,False,blue,ground,47.499839782714844,0,23,0,0,0,0,0,False,-443.0185546875,375.4476318359375
1895,3,rival_stochastic,True,1,1,rival,211,1.7583333333333333,Blue,True,blue,ground,-47.499839782714844,72,2,0,0,72,71,1,False,502.6817626953125,258.29254150390625
1896,0,rival_stochastic,False,0,1,nexto,727,6.058333333333334,Blue,False,orange,ground,-49.999847412109375,2,59,0,0,2,1,1,False,-89.96558380126953,93.15074920654297
1896,1,rival_stochastic,False,1,0,nexto,2278,18.983333333333334,Orange,True,orange,ground,49.999847412109375,25,15,0,0,25,24,1,False,641.284912109375,173.5282440185547
1896,2,rival_stochastic,True,0,1,nexto,2385,19.875,Orange,True,blue,ground,49.999847412109375,25,8,0,0,25,24,1,False,565.0205688476562,345.627197265625
1896,3,rival_stochastic,True,1,0,nexto,730,6.083333333333333,Blue,False,blue,ground,-49.999847412109375,2,43,0,0,2,1,1,False,-156.21746826171875,93.13129425048828
1897,0,rival_stochastic,False,0,1,nexto,2165,18.041666666666668,Blue,True,blue,ground,-42.666542053222656,3,60,0,0,3,2,1,False,68.614013671875,127.11331939697266
1897,1,rival_stochastic,False,1,0,nexto,1017,8.475,Orange,False,blue,ground,42.666542053222656,2,14,0,0,2,1,1,False,372.9371643066406,93.89215850830078
1897,2,rival_stochastic,True,0,1,nexto,1010,8.416666666666666,Orange,False,orange,ground,42.666542053222656,2,15,0,0,2,1,1,False,629.4781494140625,498.801513671875
1897,3,rival_stochastic,True,1,0,nexto,1605,13.375,Blue,True,orange,ground,-42.666542053222656,0,59,0,0,0,0,0,False,-501.963623046875,109.66468811035156
1898,0,rival_stochastic,False,0,1,nexto,1760,14.666666666666666,Blue,False,middle,high,0.0,5,29,0,0,5,2,3,False,383.0069274902344,423.8000793457031
1898,1,rival_stochastic,False,1,0,nexto,1224,10.2,Orange,True,middle,high,0.0,0,13,0,0,0,0,0,False,-62.67546844482422,108.31945037841797
1898,2,rival_stochastic,True,0,1,nexto,1213,10.108333333333333,Orange,True,middle,high,0.0,0,13,0,0,0,0,0,False,-257.6265563964844,109.00193786621094
1898,3,rival_stochastic,True,1,0,nexto,1868,15.566666666666666,Blue,False,middle,high,0.0,5,33,0,0,5,3,2,False,-63.494041442871094,341.5677490234375
1899,0,rival_stochastic,False,0,1,nexto,360,3.0,Blue,False,blue,ground,12.0,0,3,0,0,0,0,0,False,-687.1046752929688,93.05972290039062
1899,1,rival_stochastic,False,1,0,nexto,1240,10.333333333333334,Orange,True,blue,ground,-12.0,2,30,0,0,2,1,1,False,-267.7612609863281,142.0556182861328
1899,2,rival_stochastic,True,0,1,nexto,1313,10.941666666666666,Orange,True,orange,ground,-12.0,2,35,0,0,2,1,1,False,-9.767213821411133,167.66299438476562
1899,3,rival_stochastic,True,1,0,nexto,360,3.0,Blue,False,orange,ground,12.0,0,3,0,0,0,0,0,False,-687.1040649414062,93.05948638916016
1900,0,rival_stochastic,False,0,1,nexto,6019,50.15833333333333,Blue,False,orange,high,0.0,74,37,1,0,74,69,5,True,-255.3328094482422,196.69754028320312
1900,1,rival_stochastic,False,1,0,nexto,3286,27.383333333333333,Orange,True,orange,high,0.0,50,19,0,0,50,46,4,False,734.8665161132812,291.1181640625
1900,2,rival_stochastic,True,0,1,nexto,3455,28.791666666666668,Orange,True,blue,high,0.0,37,10,0,1,37,35,2,False,-293.60626220703125,94.94058227539062
1900,3,rival_stochastic,True,1,0,nexto,2717,22.641666666666666,Blue,False,blue,high,0.0,9,16,0,0,9,5,4,False,285.8055725097656,245.6000518798828
1901,0,rival_stochastic,False,0,1,nexto,1943,16.191666666666666,Blue,True,middle,ground,99.44444274902344,82,16,0,0,82,80,2,False,-298.5911865234375,302.17523193359375
1901,1,rival_stochastic,False,1,0,nexto,356,2.966666666666667,Orange,False,middle,ground,-99.44444274902344,0,16,0,0,0,0,0,False,-195.67074584960938,143.80044555664062
1901,2,rival_stochastic,True,0,1,nexto,356,2.966666666666667,Orange,False,middle,ground,-99.44444274902344,0,16,0,0,0,0,0,False,-195.67445373535156,143.79241943359375
1901,3,rival_stochastic,True,1,0,nexto,1740,14.5,Blue,True,middle,ground,99.44444274902344,82,18,0,0,82,80,2,False,192.26353454589844,391.5779113769531
1902,0,rival_stochastic,False,0,1,nexto,532,4.433333333333334,Blue,True,middle,ground,24.0,1,4,0,0,1,0,1,False,-281.2210998535156,93.97920989990234
1902,1,rival_stochastic,False,1,0,nexto,1489,12.408333333333333,Orange,False,middle,ground,-24.0,4,22,0,0,4,3,1,False,-751.0960693359375,171.33700561523438
1902,2,rival_stochastic,True,0,1,nexto,1518,12.65,Orange,False,middle,ground,-24.0,4,23,0,0,4,3,1,False,-657.904296875,93.13848876953125
1902,3,rival_stochastic,True,1,0,nexto,532,4.433333333333334,Blue,True,middle,ground,24.0,1,4,0,0,1,0,1,False,-281.19287109375,93.97900390625
1903,0,rival_stochastic,False,0,1,nexto,1217,10.141666666666667,Blue,True,blue,mid,83.33328247070312,102,4,0,0,102,101,1,False,24.681777954101562,93.13190460205078
1903,1,rival_stochastic,False,1,0,nexto,656,5.466666666666667,Orange,False,blue,mid,-83.33328247070312,0,33,0,0,0,0,0,False,191.5272674560547,104.1290283203125
1903,2,rival_stochastic,True,0,1,nexto,656,5.466666666666667,Orange,False,orange,mid,-83.33328247070312,0,33,0,0,0,0,0,False,186.500244140625,103.9363021850586
1903,3,rival_stochastic,True,1,0,nexto,1303,10.858333333333333,Blue,True,orange,mid,83.33328247070312,101,4,0,0,101,100,1,False,519.098876953125,163.7241973876953
1904,0,rival_stochastic,False,0,1,nexto,577,4.808333333333334,Blue,True,blue,mid,6.666646957397461,0,2,0,0,0,0,0,False,-461.1554870605469,417.4908752441406
1904,1,rival_stochastic,False,1,0,nexto,1097,9.141666666666667,Orange,False,blue,mid,-6.666646957397461,0,75,0,0,0,0,0,False,-611.7720336914062,134.36825561523438
1904,2,rival_stochastic,True,0,1,nexto,1768,14.733333333333333,Orange,False,orange,mid,-6.666646957397461,0,98,0,0,0,0,0,False,-148.1151580810547,222.31430053710938
1904,3,rival_stochastic,True,1,0,nexto,577,4.808333333333334,Blue,True,orange,mid,6.666646957397461,0,2,0,0,0,0,0,False,-469.2258605957031,410.0465087890625
1905,0,rival_stochastic,False,0,1,nexto,329,2.7416666666666667,Blue,False,middle,ground,0.0,0,4,0,0,0,0,0,False,286.7169189453125,93.08734893798828
1905,1,rival_stochastic,False,1,0,nexto,1770,14.75,Orange,True,middle,ground,0.0,6,47,0,1,6,5,1,False,652.50732421875,315.6993713378906
1905,2,rival_stochastic,True,0,1,nexto,1182,9.85,Orange,True,middle,ground,0.0,6,69,0,1,6,5,1,False,-481.1601257324219,287.44989013671875
1905,3,rival_stochastic,True,1,0,nexto,329,2.7416666666666667,Blue,False,middle,ground,0.0,0,4,0,0,0,0,0,False,286.71673583984375,93.08756256103516
1906,0,rival_stochastic,False,0,1,nexto,909,7.575,Blue,True,middle,mid,0.0,2,33,0,0,2,1,1,False,-177.1300048828125,278.9078369140625
1906,1,rival_stochastic,False,1,0,nexto,2493,20.775,Orange,False,middle,mid,0.0,13,8,0,0,13,12,1,False,-450.1601257324219,93.15255737304688
1906,2,rival_stochastic,True,0,1,nexto,2777,23.141666666666666,Orange,False,middle,mid,0.0,15,8,0,0,15,13,2,False,-722.3250122070312,138.96133422851562
1906,3,rival_stochastic,True,1,0,nexto,966,8.05,Blue,True,middle,mid,0.0,2,79,0,0,2,1,1,False,703.0848388671875,119.34326934814453
1907,0,rival_stochastic,False,0,1,nexto,964,8.033333333333333,Blue,True,blue,ground,0.0,3,25,0,0,3,2,1,False,-136.5915985107422,208.28863525390625
1907,1,rival_stochastic,False,1,0,nexto,1361,11.341666666666667,Orange,False,blue,ground,0.0,2,11,0,0,2,1,1,False,-463.94976806640625,341.69781494140625
1907,2,rival_stochastic,True,0,1,nexto,1350,11.25,Orange,False,orange,ground,0.0,2,8,0,0,2,1,1,False,-161.30133056640625,180.22525024414062
1907,3,rival_stochastic,True,1,0,nexto,964,8.033333333333333,Blue,True,orange,ground,0.0,3,25,0,0,3,2,1,False,-145.42530822753906,201.57720947265625
1908,0,rival_stochastic,False,0,1,nexto,929,7.741666666666666,Blue,True,middle,ground,-12.0,0,4,0,0,0,0,0,False,-519.556640625,355.5787048339844
1908,1,rival_stochastic,False,1,0,nexto,1721,14.341666666666667,Orange,False,middle,ground,12.0,2,4,0,0,2,1,1,False,79.36009216308594,224.392333984375
1908,2,rival_stochastic,True,0,1,nexto,1553,12.941666666666666,Orange,False,middle,ground,12.0,2,4,0,0,2,1,1,False,-155.88265991210938,323.6549072265625
1908,3,rival_stochastic,True,1,0,nexto,922,7.683333333333334,Blue,True,middle,ground,-12.0,0,4,0,0,0,0,0,False,-585.119873046875,419.5667724609375
1909,0,rival_stochastic,False,0,1,nexto,2114,17.616666666666667,Blue,False,blue,ground,57.77764892578125,6,67,0,0,6,3,3,False,592.909912109375,503.8614501953125
1909,1,rival_stochastic,False,1,0,nexto,1269,10.575,Orange,True,blue,ground,-57.77764892578125,2,30,0,0,2,1,1,False,-185.76478576660156,96.33103942871094
1909,2,rival_stochastic,True,0,1,nexto,1384,11.533333333333333,Orange,True,orange,ground,-57.77764892578125,2,97,0,0,2,1,1,False,-368.8514404296875,93.10054779052734
1909,3,rival_stochastic,True,1,0,nexto,2048,17.066666666666666,Blue,False,orange,ground,57.77764892578125,22,14,0,0,22,19,3,False,-56.930686950683594,101.74758911132812
1910,0,rival_stochastic,False,0,1,nexto,243,2.025,Blue,True,blue,mid,-100.0,0,4,0,0,0,0,0,False,49.86167907714844,257.3544616699219
1910,1,rival_stochastic,False,1,0,nexto,4705,39.208333333333336,Orange,False,blue,mid,100.0,43,23,0,0,43,42,1,False,626.5567626953125,173.212890625
1910,2,rival_stochastic,True,0,1,nexto,4287,35.725,Orange,False,orange,mid,100.0,10,10,0,0,10,9,1,False,460.2222595214844,184.33151245117188
1910,3,rival_stochastic,True,1,0,nexto,243,2.025,Blue,True,orange,mid,-100.0,0,4,0,0,0,0,0,False,49.862796783447266,257.3540344238281
1911,0,rival_stochastic,False,0,0,rival,298,2.4833333333333334,Blue,True,middle,ground,-2.4999990463256836,6,0,0,0,5,5,0,False,228.0432586669922,93.13008880615234
1911,1,rival_stochastic,False,1,0,nexto,197,1.6416666666666666,Orange,False,middle,ground,2.4999990463256836,0,2,0,0,0,0,0,False,-247.869140625,93.08892822265625
1911,2,rival_stochastic,True,0,1,nexto,197,1.6416666666666666,Orange,False,middle,ground,2.4999990463256836,0,2,0,0,0,0,0,False,-247.87002563476562,93.08892822265625
1911,3,rival_stochastic,True,1,1,rival,298,2.4833333333333334,Blue,True,middle,ground,-2.4999990463256836,6,0,0,0,5,5,0,False,228.04225158691406,93.13004302978516
1912,0,rival_stochastic,False,0,1,nexto,1583,13.191666666666666,Blue,False,middle,mid,-12.0,0,15,0,0,0,0,0,False,-216.24844360351562,92.46109008789062
1912,1,rival_stochastic,False,1,0,nexto,414,3.45,Orange,True,middle,mid,12.0,2,2,0,0,2,1,1,False,342.7451171875,302.1036682128906
1912,2,rival_stochastic,True,0,1,nexto,414,3.45,Orange,True,middle,mid,12.0,2,2,0,0,2,1,1,False,342.75628662109375,302.0746765136719
1912,3,rival_stochastic,True,1,0,nexto,2290,19.083333333333332,Blue,False,middle,mid,-12.0,0,19,0,0,0,0,0,False,308.2039794921875,164.5955047607422
1913,0,rival_stochastic,False,0,1,nexto,368,3.066666666666667,Blue,False,middle,ground,8.000060081481934,0,5,0,0,0,0,0,False,25.448917388916016,118.87673950195312
1913,1,rival_stochastic,False,1,0,nexto,702,5.85,Orange,True,middle,ground,-8.000060081481934,4,4,0,0,3,2,1,False,-362.668212890625,281.0193786621094
1913,2,rival_stochastic,True,0,1,nexto,849,7.075,Orange,True,middle,ground,-8.000060081481934,3,6,0,0,3,2,1,False,-527.164794921875,454.262939453125
1913,3,rival_stochastic,True,1,0,nexto,368,3.066666666666667,Blue,False,middle,ground,8.000060081481934,0,5,0,0,0,0,0,False,25.414127349853516,118.87385559082031
1914,0,rival_stochastic,False,0,0,rival,472,3.933333333333333,Blue,True,middle,ground,-1.9999560117721558,6,0,0,0,5,5,0,False,-95.55675506591797,93.12474060058594
1914,1,rival_stochastic,False,1,0,nexto,800,6.666666666666667,Orange,False,middle,ground,1.9999560117721558,2,8,0,0,2,1,1,False,-620.6344604492188,280.8948669433594
1914,2,rival_stochastic,True,0,1,nexto,1275,10.625,Orange,False,middle,ground,1.9999560117721558,4,10,0,0,4,2,2,False,-215.4695281982422,309.4446716308594
1914,3,rival_stochastic,True,1,1,rival,472,3.933333333333333,Blue,True,middle,ground,-1.9999560117721558,6,0,0,0,5,5,0,False,-95.5593490600586,93.12507629394531
1915,0,rival_stochastic,False,0,1,nexto,111,0.925,Blue,False,blue,ground,-39.22200012207031,0,4,0,0,0,0,0,False,226.5206298828125,93.1200180053711
1915,1,rival_stochastic,False,1,1,rival,121,1.0083333333333333,Orange,True,blue,ground,39.22200012207031,2,0,0,0,1,1,0,False,23.46361541748047,93.13494110107422
1915,2,rival_stochastic,True,0,0,rival,121,1.0083333333333333,Orange,True,orange,ground,39.22200012207031,2,0,0,0,1,1,0,False,23.46358871459961,93.13494873046875
1915,3,rival_stochastic,True,1,0,nexto,111,0.925,Blue,False,orange,ground,-39.22200012207031,0,4,0,0,0,0,0,False,226.52027893066406,93.12001037597656
1916,0,rival_stochastic,False,0,1,nexto,2501,20.841666666666665,Blue,False,blue,mid,0.0,4,20,0,0,4,3,1,False,-33.8841438293457,311.284423828125
1916,1,rival_stochastic,False,1,0,nexto,1059,8.825,Orange,True,blue,mid,0.0,6,11,0,0,6,5,1,False,471.8598327636719,174.0292205810547
1916,2,rival_stochastic,True,0,1,nexto,1085,9.041666666666666,Orange,True,orange,mid,0.0,6,8,0,0,6,5,1,False,327.2046813964844,97.39447784423828
1916,3,rival_stochastic,True,1,0,nexto,4452,37.1,Blue,False,orange,mid,0.0,33,32,0,0,33,25,8,False,-306.6938171386719,168.88233947753906
1917,0,rival_stochastic,False,0,1,nexto,190,1.5833333333333333,Blue,False,blue,ground,-91.38886260986328,0,12,0,0,0,0,0,False,406.5911865234375,99.77375030517578
1917,1,rival_stochastic,False,1,1,rival,466,3.8833333333333333,Orange,True,blue,ground,91.38886260986328,4,2,0,0,4,3,1,False,-184.22857666015625,122.977294921875
1917,2,rival_stochastic,True,0,0,rival,466,3.8833333333333333,Orange,True,orange,ground,91.38886260986328,4,2,0,0,4,3,1,False,-184.22689819335938,122.97761535644531
1917,3,rival_stochastic,True,1,0,nexto,190,1.5833333333333333,Blue,False,orange,ground,-91.38886260986328,0,12,0,0,0,0,0,False,406.5906982421875,99.77388000488281
1918,0,rival_stochastic,False,0,1,nexto,881,7.341666666666667,Blue,True,blue,mid,0.0,4,11,0,0,4,1,3,False,-796.874755859375,165.20864868164062
1918,1,rival_stochastic,False,1,0,nexto,1195,9.958333333333334,Orange,False,blue,mid,0.0,5,6,0,0,5,4,1,False,-657.224365234375,445.56097412109375
1918,2,rival_stochastic,True,0,1,nexto,1111,9.258333333333333,Orange,False,orange,mid,0.0,5,4,0,0,5,4,1,False,-205.76718139648438,291.4012756347656
1918,3,rival_stochastic,True,1,0,nexto,848,7.066666666666666,Blue,True,orange,mid,0.0,4,11,0,0,4,1,3,False,-474.5575866699219,143.7808837890625
1919,0,rival_stochastic,False,0,0,rival,121,1.0083333333333333,Blue,True,orange,ground,-75.83325958251953,7,0,0,0,6,6,0,False,333.24554443359375,93.15475463867188
1919,1,rival_stochastic,False,1,0,nexto,122,1.0166666666666666,Orange,False,orange,ground,75.83325958251953,0,8,0,0,0,0,0,False,314.0744323730469,93.14075469970703
1919,2,rival_stochastic,True,0,1,nexto,122,1.0166666666666666,Orange,False,blue,ground,75.83325958251953,0,8,0,0,0,0,0,False,314.0743103027344,93.14075469970703
1919,3,rival_stochastic,True,1,1,rival,121,1.0083333333333333,Blue,True,blue,ground,-75.83325958251953,7,0,0,0,6,6,0,False,333.2449645996094,93.15471649169922
1920,0,rival_stochastic,False,0,1,nexto,884,7.366666666666666,Blue,False,orange,mid,0.0,0,17,0,0,0,0,0,False,-133.9577178955078,94.27719116210938
1920,1,rival_stochastic,False,1,0,nexto,555,4.625,Orange,True,orange,mid,0.0,0,15,0,0,0,0,0,False,-389.9197998046875,107.57510375976562
1920,2,rival_stochastic,True,0,1,nexto,547,4.558333333333334,Orange,True,blue,mid,0.0,0,22,0,0,0,0,0,False,-422.4739990234375,107.00164794921875
1920,3,rival_stochastic,True,1,0,nexto,915,7.625,Blue,False,blue,mid,0.0,0,34,0,0,0,0,0,False,-45.936378479003906,93.11973571777344
1921,0,rival_stochastic,False,0,1,nexto,303,2.525,Blue,True,blue,ground,-28.944190979003906,0,2,0,0,0,0,0,False,-334.01214599609375,102.30391693115234
1921,1,rival_stochastic,False,1,1,rival,400,3.3333333333333335,Orange,False,blue,ground,28.944190979003906,2,0,0,0,1,1,0,False,482.47149658203125,109.63170623779297
1921,2,rival_stochastic,True,0,0,rival,399,3.325,Orange,False,orange,ground,28.944190979003906,2,0,0,0,1,1,0,False,470.8575134277344,106.64869689941406
1921,3,rival_stochastic,True,1,0,nexto,303,2.525,Blue,True,orange,ground,-28.944190979003906,0,2,0,0,0,0,0,False,-333.9910583496094,102.30428314208984
1922,0,rival_stochastic,False,0,1,nexto,1936,16.133333333333333,Blue,False,middle,ground,12.0,0,10,0,1,0,0,0,False,447.1800231933594,182.8885955810547
1922,1,rival_stochastic,False,1,0,nexto,988,8.233333333333333,Orange,True,middle,ground,-12.0,0,4,0,1,0,0,0,False,-76.21058654785156,113.29605102539062
1922,2,rival_stochastic,True,0,1,nexto,988,8.233333333333333,Orange,True,middle,ground,-12.0,0,4,0,1,0,0,0,False,-78.04724884033203,113.78741455078125
1922,3,rival_stochastic,True,1,0,nexto,1340,11.166666666666666,Blue,False,middle,ground,12.0,0,8,0,1,0,0,0,False,-608.4186401367188,532.5635375976562
1923,0,rival_stochastic,False,0,1,nexto,558,4.65,Blue,False,middle,ground,-30.277565002441406,0,36,0,0,0,0,0,False,-107.20497131347656,137.63482666015625
1923,1,rival_stochastic,False,1,0,nexto,1458,12.15,Orange,True,middle,ground,30.277565002441406,91,8,0,0,91,88,3,False,-587.6861572265625,248.44947814941406
1923,2,rival_stochastic,True,0,1,nexto,1530,12.75,Orange,True,middle,ground,30.277565002441406,92,10,0,0,92,88,4,False,233.1177520751953,122.55191040039062
1923,3,rival_stochastic,True,1,0,nexto,558,4.65,Blue,False,middle,ground,-30.277565002441406,0,36,0,0,0,0,0,False,-107.16546630859375,137.61624145507812
1924,0,rival_stochastic,False,0,1,nexto,632,5.266666666666667,Blue,False,orange,ground,0.0,0,4,0,0,0,0,0,False,92.47389221191406,93.15097045898438
1924,1,rival_stochastic,False,1,0,nexto,1318,10.983333333333333,Orange,True,orange,ground,0.0,8,8,0,0,8,7,1,False,-394.3566589355469,421.2568359375
1924,2,rival_stochastic,True,0,1,nexto,1375,11.458333333333334,Orange,True,blue,ground,0.0,8,8,0,0,8,7,1,False,286.32568359375,266.4214172363281
1924,3,rival_stochastic,True,1,0,nexto,632,5.266666666666667,Blue,False,blue,ground,0.0,0,4,0,0,0,0,0,False,92.63636016845703,93.15265655517578
1925,0,rival_stochastic,False,0,1,nexto,395,3.2916666666666665,Blue,False,orange,ground,3.111114501953125,0,17,0,0,0,0,0,False,-116.50181579589844,93.15204620361328
1925,1,rival_stochastic,False,1,1,rival,404,3.3666666666666667,Orange,True,orange,ground,-3.111114501953125,18,0,0,0,17,17,0,False,-168.84765625,101.4611587524414
1925,2,rival_stochastic,True,0,0,rival,404,3.3666666666666667,Orange,True,blue,ground,-3.111114501953125,18,0,0,0,17,17,0,False,-168.8373260498047,101.46195220947266
1925,3,rival_stochastic,True,1,0,nexto,395,3.2916666666666665,Blue,False,blue,ground,3.111114501953125,0,17,0,0,0,0,0,False,-116.45957946777344,93.14838409423828
1926,0,rival_stochastic,False,0,0,rival,39,0.325,Blue,True,orange,ground,0.0,0,0,0,0,0,0,0,False,-117.8705062866211,107.03624725341797
1926,1,rival_stochastic,False,1,0,nexto,39,0.325,Orange,False,orange,ground,0.0,0,0,0,0,0,0,0,False,-117.8705062866211,107.03624725341797
1926,2,rival_stochastic,True,0,1,nexto,39,0.325,Orange,False,blue,ground,0.0,0,0,0,0,0,0,0,False,-117.8705062866211,107.03624725341797
1926,3,rival_stochastic,True,1,1,rival,39,0.325,Blue,True,blue,ground,0.0,0,0,0,0,0,0,0,False,-117.8705062866211,107.03624725341797
1927,0,rival_stochastic,False,0,1,nexto,975,8.125,Blue,False,orange,mid,7.777774810791016,0,11,0,0,0,0,0,False,-464.7096862792969,224.3042755126953
1927,1,rival_stochastic,False,1,0,nexto,1492,12.433333333333334,Orange,True,orange,mid,-7.777774810791016,20,4,0,0,20,19,1,False,-185.6230926513672,329.8661193847656
1927,2,rival_stochastic,True,0,1,nexto,1492,12.433333333333334,Orange,True,blue,mid,-7.777774810791016,20,4,0,0,20,19,1,False,-184.33087158203125,330.1510009765625
1927,3,rival_stochastic,True,1,0,nexto,991,8.258333333333333,Blue,False,blue,mid,7.777774810791016,0,11,0,0,0,0,0,False,641.5324096679688,194.50241088867188
1928,0,rival_stochastic,False,0,1,nexto,1915,15.958333333333334,Blue,True,orange,ground,-3.333332061767578,2,12,0,0,2,1,1,False,-705.2019653320312,191.98081970214844
1928,1,rival_stochastic,False,1,0,nexto,302,2.5166666666666666,Orange,False,orange,ground,3.333332061767578,0,9,0,0,0,0,0,False,531.2786254882812,163.68971252441406
1928,2,rival_stochastic,True,0,1,nexto,302,2.5166666666666666,Orange,False,blue,ground,3.333332061767578,0,9,0,0,0,0,0,False,531.0635986328125,163.78501892089844
1928,3,rival_stochastic,True,1,0,nexto,1432,11.933333333333334,Blue,True,blue,ground,-3.333332061767578,2,10,0,0,2,1,1,False,308.86297607421875,377.3304748535156
1929,0,rival_stochastic,False,0,1,nexto,1851,15.425,Blue,True,blue,ground,5.777797698974609,0,12,0,0,0,0,0,False,-15.532294273376465,157.58714294433594
1929,1,rival_stochastic,False,1,0,nexto,1214,10.116666666666667,Orange,False,blue,ground,-5.777797698974609,0,14,0,0,0,0,0,False,206.60043334960938,407.4012145996094
1929,2,rival_stochastic,True,0,1,nexto,2287,19.058333333333334,Orange,False,orange,ground,-5.777797698974609,4,22,0,0,4,3,1,False,-139.5283203125,223.36534118652344
1929,3,rival_stochastic,True,1,0,nexto,3575,29.791666666666668,Blue,True,orange,ground,5.777797698974609,0,51,0,0,0,0,0,False,414.2142639160156,347.99639892578125
1930,0,rival_stochastic,False,0,0,rival,206,1.7166666666666666,Blue,False,orange,ground,-24.0,2,2,0,0,1,1,0,False,-229.2186737060547,341.78204345703125
1930,1,rival_stochastic,False,1,0,nexto,1429,11.908333333333333,Orange,True,orange,ground,24.0,7,14,0,0,7,4,3,False,201.44158935546875,508.0819396972656
1930,2,rival_stochastic,True,0,1,nexto,2606,21.716666666666665,Orange,True,blue,ground,24.0,14,28,0,0,14,12,2,False,-97.98664855957031,93.1329345703125
1930,3,rival_stochastic,True,1,1,rival,206,1.7166666666666666,Blue,False,blue,ground,-24.0,2,2,0,0,1,1,0,False,-228.77244567871094,341.2851867675781
1931,0,rival_stochastic,False,0,1,nexto,595,4.958333333333333,Blue,True,middle,high,-2.0000038146972656,0,2,0,0,0,0,0,False,-6.913066387176514,368.1653137207031
1931,1,rival_stochastic,False,1,0,nexto,2759,22.991666666666667,Orange,False,middle,high,2.0000038146972656,22,116,0,0,22,18,4,False,-255.5769500732422,93.1478042602539
1931,2,rival_stochastic,True,0,1,nexto,2523,21.025,Orange,False,middle,high,2.0000038146972656,31,157,0,0,31,14,17,False,-424.50750732421875,94.55191040039062
1931,3,rival_stochastic,True,1,0,nexto,595,4.958333333333333,Blue,True,middle,high,-2.0000038146972656,0,2,0,0,0,0,0,False,-6.661170959472656,367.95770263671875
1932,0,rival_stochastic,False,0,1,nexto,2229,18.575,Blue,False,blue,high,0.0,26,73,0,0,26,25,1,False,-368.2595520019531,93.14944458007812
1932,1,rival_stochastic,False,1,0,nexto,1487,12.391666666666667,Orange,True,blue,high,0.0,7,53,0,0,7,6,1,False,-378.6687316894531,105.38465881347656
1932,2,rival_stochastic,True,0,1,nexto,1468,12.233333333333333,Orange,True,orange,high,0.0,7,45,0,0,7,6,1,False,92.76033020019531,384.10516357421875
1932,3,rival_stochastic,True,1,0,nexto,3205,26.708333333333332,Blue,False,orange,high,0.0,37,13,0,0,37,34,3,False,220.88931274414062,473.4279479980469
1933,0,rival_stochastic,False,0,0,rival,190,1.5833333333333333,Blue,False,orange,ground,-12.0,0,0,0,0,0,0,0,False,583.2224731445312,93.13164520263672
1933,1,rival_stochastic,False,1,0,nexto,190,1.5833333333333333,Orange,True,orange,ground,12.0,0,0,0,0,0,0,0,False,583.2224731445312,93.13164520263672
1933,2,rival_stochastic,True,0,1,nexto,190,1.5833333333333333,Orange,True,blue,ground,12.0,0,0,0,0,0,0,0,False,583.2224731445312,93.13164520263672
1933,3,rival_stochastic,True,1,1,rival,190,1.5833333333333333,Blue,False,blue,ground,-12.0,0,0,0,0,0,0,0,False,583.2224731445312,93.13164520263672
1934,0,rival_stochastic,False,0,0,rival,136,1.1333333333333333,Blue,True,orange,ground,7.444187164306641,2,0,0,0,1,1,0,False,-361.5859375,93.12440490722656
1934,1,rival_stochastic,False,1,0,nexto,125,1.0416666666666667,Orange,False,orange,ground,-7.444187164306641,0,2,0,0,0,0,0,False,-189.5099334716797,93.13536071777344
1934,2,rival_stochastic,True,0,1,nexto,125,1.0416666666666667,Orange,False,blue,ground,-7.444187164306641,0,2,0,0,0,0,0,False,-189.5093536376953,93.13532257080078
1934,3,rival_stochastic,True,1,1,rival,136,1.1333333333333333,Blue,True,blue,ground,7.444187164306641,2,0,0,0,1,1,0,False,-361.58538818359375,93.12438201904297
1935,0,rival_stochastic,False,0,1,nexto,2701,22.508333333333333,Blue,True,middle,mid,-3.333332061767578,16,27,0,0,16,11,5,False,-89.46388244628906,533.8192749023438
1935,1,rival_stochastic,False,1,0,nexto,896,7.466666666666667,Orange,False,middle,mid,3.333332061767578,0,121,0,0,0,0,0,False,-75.87696838378906,140.03768920898438
1935,2,rival_stochastic,True,0,1,nexto,874,7.283333333333333,Orange,False,middle,mid,3.333332061767578,0,88,0,0,0,0,0,False,-466.9172668457031,93.60344696044922
1935,3,rival_stochastic,True,1,0,nexto,1766,14.716666666666667,Blue,True,middle,mid,-3.333332061767578,14,8,0,0,14,9,5,False,618.2383422851562,93.1461181640625
1936,0,rival_stochastic,False,0,1,nexto,2992,24.933333333333334,Blue,True,blue,ground,0.0,39,14,0,0,39,34,5,False,-230.0709228515625,230.54893493652344
1936,1,rival_stochastic,False,1,0,nexto,837,6.975,Orange,False,blue,ground,0.0,2,22,0,0,2,1,1,False,-652.0,319.78204345703125
1936,2,rival_stochastic,True,0,1,nexto,837,6.975,Orange,False,orange,ground,0.0,2,22,0,0,2,1,1,False,-652.5372924804688,322.1216735839844
