checkpoint,world,pair_key,starting_layout,rival_side,termination,winner,duration_ticks,duration_seconds,rival_touches,nexto_touches,first_toucher,rival_saves,nexto_saves,rival_flips,nexto_flips,rival_wavedash_candidates,nexto_wavedash_candidates,rival_speed_increasing_wavedash_candidates,nexto_speed_increasing_wavedash_candidates,rival_zapdash_candidates,nexto_zapdash_candidates,rival_double_dash_candidate_events,nexto_double_dash_candidate_events
plus_180,0,side0-layout0-slot0,0,Blue,goal,Nexto,924,7.7,3,5,Rival,1,0,5,3,0,0,0,0,0,0,0,0
plus_180,1,side0-layout1-slot1,1,Blue,goal,Nexto,1096,9.133333333333333,2,2,Rival,0,0,5,1,0,0,0,0,0,0,0,0
plus_180,2,side0-layout2-slot2,2,Blue,goal,Nexto,988,8.233333333333333,1,2,Nexto,1,0,3,2,0,0,0,0,0,0,0,0
plus_180,3,side0-layout3-slot3,3,Blue,goal,Nexto,1824,15.2,2,7,Rival,0,0,8,5,0,0,0,0,0,0,0,0
plus_180,4,side0-layout4-slot4,4,Blue,goal,Nexto,1940,16.166666666666668,2,36,Rival,0,0,10,4,0,0,0,0,0,0,0,0
plus_180,5,side0-layout0-slot5,0,Blue,goal,Nexto,2384,19.866666666666667,4,21,Rival,0,0,8,7,0,0,0,0,0,0,0,0
plus_180,6,side0-layout1-slot6,1,Blue,goal,Nexto,2468,20.566666666666666,3,8,Rival,0,0,10,3,0,0,0,0,0,0,0,0
plus_180,7,side0-layout2-slot7,2,Blue,goal,Rival,852,7.1,2,1,Nexto,1,0,3,2,0,0,0,0,0,0,0,0
plus_180,8,side0-layout3-slot8,3,Blue,goal,Nexto,1248,10.4,2,5,Rival,0,0,8,2,0,0,0,0,0,0,0,0
plus_180,9,side0-layout4-slot9,4,Blue,goal,Nexto,2328,19.4,4,8,Rival,0,0,9,6,1,0,0,0,0,0,0,0
plus_180,10,side0-layout0-slot10,0,Blue,goal,Nexto,1236,10.3,2,4,Rival,1,0,7,2,0,0,0,0,0,0,0,0
plus_180,11,side0-layout1-slot11,1,Blue,goal,Nexto,1668,13.9,2,5,Rival,0,0,9,3,0,0,0,0,0,0,0,0
plus_180,12,side0-layout2-slot12,2,Blue,goal,Nexto,832,6.933333333333334,1,3,Nexto,1,0,3,2,0,0,0,0,0,0,0,0
plus_180,13,side0-layout3-slot13,3,Blue,goal,Nexto,1508,12.566666666666666,2,3,Rival,0,0,7,4,0,0,0,0,0,0,0,0
plus_180,14,side0-layout4-slot14,4,Blue,goal,Nexto,2296,19.133333333333333,4,6,Rival,0,0,7,5,1,0,0,0,0,0,0,0
plus_180,15,side0-layout0-slot15,0,Blue,goal,Nexto,2180,18.166666666666668,2,5,Rival,0,0,7,4,0,0,0,0,0,0,0,0
plus_180,16,side0-layout1-slot16,1,Blue,goal,Rival,544,4.533333333333333,2,1,Rival,0,0,2,1,0,0,0,0,0,0,0,0
plus_180,17,side0-layout2-slot17,2,Blue,goal,Nexto,1336,11.133333333333333,0,7,Nexto,0,0,7,3,0,0,0,0,0,0,0,0
plus_180,18,side0-layout3-slot18,3,Blue,goal,Nexto,1416,11.8,2,10,Rival,0,0,6,3,1,0,1,0,0,0,0,0
plus_180,19,side0-layout4-slot19,4,Blue,goal,Nexto,1260,10.5,2,11,Rival,0,0,6,3,0,0,0,0,0,0,0,0
plus_180,20,side0-layout0-slot20,0,Blue,goal,Nexto,2160,18.0,3,25,Rival,0,0,12,3,0,0,0,0,0,0,0,0
plus_180,21,side0-layout1-slot21,1,Blue,goal,Nexto,896,7.466666666666667,1,3,Rival,0,0,5,1,0,0,0,0,0,0,0,0
plus_180,22,side0-layout2-slot22,2,Blue,goal,Nexto,1136,9.466666666666667,2,7,Rival,0,0,6,2,0,0,0,0,0,0,0,0
plus_180,23,side0-layout3-slot23,3,Blue,goal,Nexto,1548,12.9,2,4,Rival,0,0,9,3,0,0,0,0,0,0,0,0
plus_180,24,side0-layout4-slot24,4,Blue,goal,Nexto,1756,14.633333333333333,7,4,Rival,0,0,6,3,0,0,0,0,0,0,0,0
plus_180,25,side0-layout0-slot25,0,Blue,goal,Nexto,1520,12.666666666666666,1,4,Rival,0,0,5,2,0,0,0,0,0,0,0,0
plus_180,26,side0-layout1-slot26,1,Blue,goal,Nexto,1320,11.0,2,2,Rival,0,0,7,1,0,0,0,0,0,0,0,0
plus_180,27,side0-layout2-slot27,2,Blue,goal,Rival,992,8.266666666666667,3,2,Nexto,1,0,5,2,0,0,0,0,0,0,0,0
plus_180,28,side0-layout3-slot28,3,Blue,goal,Nexto,1364,11.366666666666667,2,3,Rival,0,0,5,3,1,1,1,1,0,0,0,0
plus_180,29,side0-layout4-slot29,4,Blue,goal,Nexto,872,7.266666666666667,2,2,Rival,0,0,3,2,0,0,0,0,0,0,0,0
