checkpoint,opponent,world,starting_layout,rival_side,termination,winner,duration_ticks,rival_touches,opponent_touches,first_toucher,rival_saves,opponent_saves,rival_airborne_touches,opponent_airborne_touches,rival_flips,opponent_flips,rival_wavedash_candidate_events,opponent_wavedash_candidate_events,rival_double_dash_candidate_events,opponent_double_dash_candidate_events
plus_090,Nexto,0,0,Blue,goal,Nexto,2940,4,15,Rival,0,0,4,8,13,5,2,0,2,0
plus_090,Nexto,1,1,Blue,goal,Nexto,1628,2,23,Rival,0,0,2,2,6,3,0,0,0,0
plus_090,Nexto,2,2,Blue,goal,Nexto,1956,3,26,Rival,0,0,3,5,9,3,1,0,0,0
plus_090,Nexto,3,3,Blue,goal,Nexto,2036,2,10,Rival,0,0,2,4,8,4,1,0,0,0
plus_090,Nexto,4,4,Blue,goal,Nexto,1300,2,7,Rival,0,0,2,5,7,2,0,0,0,0
plus_090,Nexto,5,0,Blue,goal,Nexto,864,3,5,Rival,1,0,3,5,4,3,0,0,0,0
plus_090,Nexto,6,1,Blue,goal,Nexto,1848,2,11,Rival,0,0,2,3,4,3,0,0,0,0
plus_090,Nexto,7,2,Blue,goal,Nexto,928,2,3,Rival,0,1,2,3,3,2,0,0,0,0
plus_090,Nexto,8,3,Blue,goal,Nexto,1684,3,5,Rival,0,0,3,5,5,3,0,0,0,0
plus_090,Nexto,9,4,Blue,goal,Rival,888,3,1,Rival,0,0,3,1,3,1,0,0,0,0
plus_090,Nexto,10,0,Blue,goal,Rival,1200,3,2,Rival,0,0,3,1,5,3,0,0,0,0
plus_090,Nexto,11,1,Blue,goal,Nexto,1440,2,5,Rival,0,0,2,4,7,4,0,0,0,0
plus_090,Nexto,12,2,Blue,goal,Nexto,1320,2,10,Rival,0,0,2,5,6,2,0,0,0,0
plus_090,Nexto,13,3,Blue,goal,Nexto,1660,3,6,Rival,0,0,3,4,8,3,1,0,0,0
plus_090,Nexto,14,4,Blue,goal,Rival,752,5,2,Rival,0,0,5,2,4,2,0,0,0,0
plus_090,Nexto,15,0,Blue,goal,Nexto,2468,1,14,Rival,0,0,1,4,10,4,0,0,0,0
plus_090,Nexto,16,1,Blue,goal,Nexto,1248,1,4,Rival,0,0,1,2,6,2,0,0,0,0
