checkpoint,opponent,world,starting_layout,rival_side,termination,winner,duration_ticks,rival_touches,opponent_touches,first_toucher,rival_saves,opponent_saves,rival_airborne_touches,opponent_airborne_touches,rival_flips,opponent_flips,rival_wavedash_candidate_events,opponent_wavedash_candidate_events,rival_double_dash_candidate_events,opponent_double_dash_candidate_events
plus_030,Wisp,0,0,Blue,hard_time,None,5400,13,15,Rival,1,0,10,10,16,11,0,1,0,0
plus_030,Wisp,1,1,Blue,goal,Wisp,980,1,2,Rival,0,0,1,2,4,4,0,0,0,0
plus_030,Wisp,2,2,Blue,goal,Rival,528,1,0,Rival,0,0,1,0,2,3,0,0,0,0
plus_030,Wisp,3,3,Blue,goal,Rival,496,1,0,Rival,0,0,1,0,2,2,0,0,0,0
plus_030,Wisp,4,4,Blue,goal,Rival,860,5,1,Rival,0,0,5,1,4,4,0,0,0,0
plus_030,Wisp,5,0,Orange,goal,Wisp,1988,3,3,Rival,0,0,3,3,5,6,0,0,0,0
plus_030,Wisp,6,1,Orange,goal,Rival,596,1,0,Rival,0,0,1,0,2,1,0,0,0,0
plus_030,Wisp,7,2,Orange,goal,Rival,528,1,0,Rival,0,0,1,0,2,3,0,0,0,0
plus_030,Wisp,8,3,Orange,goal,Rival,508,1,0,Rival,0,0,1,0,2,1,1,0,0,0
plus_030,Wisp,9,4,Orange,goal,Wisp,2064,2,9,Rival,0,0,2,7,9,7,0,0,0,0
